"","prejudice_trans","treat_ind","white","hispanic","black","age","female","racename","democrat"
"1371",83,1,0,0,1,49,1,"hispanic",0
"1372",100,1,0,0,1,19,0,"hispanic",0
"1373",50,0,0,0,1,42,0,"hispanic",0
"1374",100,1,0,0,1,32,1,"hispanic",0
"1375",100,1,0,0,1,59,1,"hispanic",0
"1376",93,1,0,0,1,65,0,"hispanic",0
"1377",10,1,0,0,1,31,1,"hispanic",0
"1378",50,1,0,0,1,18,0,"hispanic",0
"1379",50,1,0,0,1,49,0,"hispanic",0
"1380",53,1,0,0,1,40,1,"hispanic",0
"1381",50,1,0,0,1,54,1,"hispanic",0
"1382",31,1,0,0,1,24,1,"hispanic",0
"1383",62,1,0,0,1,42,1,"hispanic",0
"1384",50,1,0,1,0,72,0,"white",0
"1385",50,0,0,0,1,40,1,"hispanic",0
"1386",50,1,0,1,0,80,0,"white",1
"1387",100,1,0,1,0,50,0,"white",1
"1388",0,0,0,0,1,20,0,"hispanic",1
"1389",50,0,0,0,1,48,0,"hispanic",0
"1390",30,1,0,0,1,58,1,"hispanic",0
"1391",60,1,0,0,1,57,0,"hispanic",0
"1392",50,0,0,0,1,23,1,"hispanic",0
"1393",50,0,0,1,0,50,1,"white",1
"1394",67,0,0,0,1,19,0,"hispanic",1
"1395",100,0,0,0,1,20,0,"hispanic",1
"1396",50,0,0,0,1,49,0,"hispanic",0
"1397",96,0,0,0,1,30,1,"hispanic",0
"1398",99,0,0,0,1,71,1,"hispanic",1
"1399",77,0,0,0,1,39,0,"hispanic",0
"1400",50,1,0,0,1,53,0,"hispanic",0
"1401",90,1,0,0,1,66,1,"hispanic",0
"1402",40,1,0,1,0,69,0,"white",0
"1403",77,0,0,0,1,85,1,"hispanic",0
"1404",30,1,0,1,0,50,0,"white",0
"1405",50,0,0,0,1,23,1,"hispanic",1
"1406",100,0,0,0,1,71,1,"hispanic",0
"1407",100,0,0,0,1,41,0,"hispanic",0
"1408",100,0,0,0,1,70,0,"hispanic",0
"1409",50,0,0,0,1,45,0,"hispanic",0
"1410",100,0,0,0,1,64,1,"hispanic",0
"1411",6,0,0,0,1,50,1,"hispanic",0
"1412",50,0,0,0,1,66,1,"hispanic",0
"1413",0,1,0,0,1,43,1,"hispanic",0
"1414",25,0,0,0,1,18,1,"hispanic",0
"1415",50,0,0,0,1,56,1,"hispanic",0
"1416",27,1,0,1,0,40,0,"white",1
"1417",74,1,0,0,1,82,1,"hispanic",1
"1418",50,0,0,0,1,60,1,"hispanic",1
"1419",50,0,0,0,1,44,0,"hispanic",1
"1420",50,0,0,0,1,59,1,"hispanic",0
"1421",0,1,0,0,1,21,1,"hispanic",0
"1422",50,0,0,0,1,47,0,"hispanic",0
"1423",100,1,0,0,1,56,0,"hispanic",0
"1424",50,0,0,0,1,68,0,"hispanic",0
"1425",50,1,0,0,1,25,1,"hispanic",0
"1426",0,0,0,0,1,46,0,"hispanic",0
"1427",0,0,0,0,1,21,0,"hispanic",0
"1428",0,0,0,1,0,51,1,"white",0
"1429",50,0,0,1,0,44,0,"white",0
"1430",26,1,0,0,1,52,0,"hispanic",1
"1431",32,1,0,0,1,52,0,"hispanic",1
"1432",86,1,0,0,1,22,1,"hispanic",0
"1433",60,0,0,0,1,59,0,"hispanic",1
"1434",50,1,0,0,1,56,1,"hispanic",0
"1435",100,0,0,1,0,31,0,"white",0
"1436",100,0,0,0,1,29,0,"hispanic",0
"1437",100,0,0,0,1,59,1,"hispanic",0
"1438",50,0,0,0,1,64,0,"hispanic",0
"1439",51,0,0,0,1,30,1,"hispanic",0
"1440",50,1,0,0,1,18,1,"hispanic",1
"1441",50,1,0,1,0,24,0,"white",0
"1442",74,1,0,0,1,62,0,"hispanic",0
"1443",50,1,0,0,1,25,0,"hispanic",1
"1444",50,0,0,0,1,56,0,"hispanic",0
"1445",50,0,0,0,1,29,1,"hispanic",1
"1446",50,0,0,0,1,57,0,"hispanic",0
"1447",50,0,0,0,1,51,1,"hispanic",0
"1448",50,0,0,0,1,67,0,"hispanic",1
"1449",50,0,0,0,1,66,1,"hispanic",0
"1450",50,1,0,0,1,41,0,"hispanic",0
"1451",90,0,0,0,1,49,0,"hispanic",0
"1452",0,1,0,0,1,43,1,"hispanic",0
"1453",0,1,0,0,1,20,1,"hispanic",1
"1454",50,0,0,1,0,59,1,"white",0
"1455",50,1,0,0,1,21,0,"hispanic",1
"1456",50,1,0,0,1,65,0,"hispanic",0
"1457",0,1,0,0,1,83,1,"hispanic",0
"1458",50,1,0,0,1,54,0,"hispanic",0
"1459",0,1,0,0,1,22,0,"hispanic",0
"1460",50,0,0,0,1,37,0,"hispanic",0
"1461",16,1,0,0,1,48,1,"hispanic",0
"1462",0,1,0,1,0,49,0,"white",1
"1463",50,1,0,1,0,41,1,"white",0
"1464",50,0,0,1,0,24,0,"white",0
"1465",78,0,0,0,1,18,1,"hispanic",1
"1466",50,0,0,0,1,46,1,"hispanic",1
"1467",97,0,0,0,1,19,0,"hispanic",0
"1468",0,1,0,0,1,25,1,"hispanic",1
"1469",77,1,0,1,0,68,0,"white",0
"1470",29,1,0,1,0,56,1,"white",1
"1471",0,0,0,1,0,79,0,"white",1
"1472",0,0,0,1,0,67,1,"white",1
"1473",50,0,0,0,1,24,1,"hispanic",1
"1474",0,0,0,0,1,56,1,"hispanic",1
"1475",50,0,1,0,0,31,0,"black",1
"1476",50,0,0,0,1,55,1,"hispanic",0
"1477",100,0,0,0,1,19,0,"hispanic",0
"1478",50,1,0,0,1,78,1,"hispanic",1
"1479",50,1,1,0,0,56,1,"black",1
"1480",30,0,0,1,0,61,0,"white",1
"1481",0,0,0,0,1,19,1,"hispanic",0
"1482",50,0,0,0,1,20,0,"hispanic",0
"1483",50,0,0,0,1,80,0,"hispanic",0
"1484",0,0,0,0,1,23,1,"hispanic",0
"1485",50,0,0,0,1,18,0,"hispanic",0
"1486",50,1,0,0,1,26,1,"hispanic",0
"1487",50,1,0,0,1,51,1,"hispanic",0
"1488",50,1,0,0,1,51,0,"hispanic",0
"1489",50,0,0,0,1,41,0,"hispanic",0
"1490",0,0,0,0,1,30,1,"hispanic",1
"1491",47,0,0,0,1,29,1,"hispanic",1
"1492",50,0,0,0,1,33,0,"hispanic",0
"1493",0,1,0,1,0,58,1,"white",1
"1494",50,0,0,0,1,55,0,"hispanic",0
"1495",50,1,0,0,1,66,0,"hispanic",0
"1496",50,0,0,0,1,55,0,"hispanic",0
"1497",50,1,0,0,1,46,1,"hispanic",0
"1498",50,1,0,0,1,50,0,"hispanic",0
"1499",61,0,0,1,0,69,0,"white",0
"1500",57,0,0,0,1,57,1,"hispanic",0
"1501",50,0,1,0,0,24,0,"black",0
"1502",100,1,0,0,1,46,1,"hispanic",0
"1503",29,0,0,0,1,53,0,"hispanic",0
"1504",0,0,0,0,1,20,1,"hispanic",0
"1505",74,0,0,0,1,51,1,"hispanic",0
"1506",50,0,0,0,1,60,0,"hispanic",0
"1507",75,0,0,0,1,58,0,"hispanic",0
"1508",55,0,0,0,1,18,0,"hispanic",1
"1509",50,1,0,0,1,41,0,"hispanic",0
"1510",0,0,0,1,0,55,0,"white",1
"1511",0,0,1,0,0,22,0,"black",0
"1512",0,0,1,0,0,20,0,"black",0
"1513",10,0,0,1,0,40,1,"white",0
"1514",25,0,0,0,1,54,1,"hispanic",0
"1515",50,0,0,0,1,53,0,"hispanic",1
"1516",0,0,0,1,0,55,0,"white",0
"1517",17,0,0,1,0,61,0,"white",1
"1518",0,0,0,0,1,20,0,"hispanic",0
"1519",50,1,0,0,1,53,1,"hispanic",0
"1520",21,0,0,0,1,22,1,"hispanic",0
"1521",13,0,0,1,0,42,1,"white",1
"1522",50,0,0,1,0,72,1,"white",1
"1523",90,0,0,0,1,40,1,"hispanic",0
"1524",0,1,0,1,0,22,0,"white",1
"1525",11,1,1,0,0,28,1,"black",1
"1526",50,0,0,0,1,28,1,"hispanic",1
"1527",50,0,0,0,1,22,1,"hispanic",0
"1528",50,0,0,0,1,60,1,"hispanic",0
"1529",23,1,0,0,1,81,0,"hispanic",0
"1530",50,1,0,0,1,20,0,"hispanic",0
"1531",99,1,0,0,1,47,1,"hispanic",0
"1532",50,1,0,0,1,52,0,"hispanic",0
"1533",14,0,0,0,1,42,0,"hispanic",1
"1534",0,0,0,1,0,66,1,"white",1
"1535",0,1,0,0,1,21,1,"hispanic",0
"1536",50,0,1,0,0,75,1,"black",1
"1537",50,0,0,1,0,60,0,"white",0
"1538",93,1,0,0,1,42,0,"hispanic",0
"1539",100,1,0,0,1,75,1,"hispanic",1
"1540",50,0,0,0,1,55,0,"hispanic",1
"1541",50,1,0,0,1,21,1,"hispanic",1
"1542",100,1,0,0,1,56,0,"hispanic",1
"1543",13,1,0,1,0,51,1,"white",1
"1544",30,1,0,0,1,58,1,"hispanic",0
"1545",50,0,0,0,1,34,0,"hispanic",0
"1546",50,0,0,0,1,37,1,"hispanic",1
"1547",0,0,0,0,1,25,1,"hispanic",0
"1548",40,0,0,0,1,22,1,"hispanic",0
"1549",74,0,0,0,1,28,0,"hispanic",0
"1550",50,0,0,1,0,90,1,"white",1
"1551",42,0,0,0,1,60,1,"hispanic",1
"1552",41,0,0,0,1,66,0,"hispanic",0
"1553",50,0,0,0,1,23,0,"hispanic",0
"1554",50,0,0,1,0,68,0,"white",0
"1555",50,1,0,0,1,32,0,"hispanic",1
"1556",20,0,0,0,1,75,1,"hispanic",0
"1557",50,1,0,0,1,46,0,"hispanic",0
"1558",50,1,0,1,0,55,1,"white",0
"1559",50,1,0,0,1,25,0,"hispanic",0
"1560",50,1,0,0,1,56,0,"hispanic",0
"1561",50,1,0,0,1,55,1,"hispanic",0
"1562",40,0,0,0,1,28,1,"hispanic",0
"1563",4,1,0,0,1,20,1,"hispanic",1
"1564",73,1,0,1,0,58,1,"white",1
"1565",1,1,0,0,1,76,0,"hispanic",0
"1566",0,1,0,0,1,29,1,"hispanic",0
"1567",56,1,0,0,1,31,1,"hispanic",0
"1568",0,1,0,0,1,69,0,"hispanic",0
"1569",6,1,0,0,1,56,1,"hispanic",1
"1570",50,0,0,0,1,47,0,"hispanic",0
"1571",50,0,0,0,1,43,1,"hispanic",0
"1572",0,1,0,1,0,57,0,"white",1
"1573",5,1,0,0,1,60,1,"hispanic",1
"1574",64,1,0,0,1,83,0,"hispanic",0
"1575",0,1,0,0,1,20,1,"hispanic",1
"1576",50,1,0,0,1,49,1,"hispanic",0
"1577",51,1,0,0,1,55,0,"hispanic",0
"1578",50,1,0,0,1,29,1,"hispanic",0
"1579",50,1,0,0,1,65,1,"hispanic",0
"1580",27,1,0,1,0,64,0,"white",1
"1581",0,0,0,1,0,50,0,"white",1
"1582",77,0,0,0,1,47,1,"hispanic",0
"1583",1,0,0,0,1,20,1,"hispanic",0
"1584",50,0,0,1,0,32,0,"white",0
"1585",50,0,0,1,0,36,1,"white",0
"1586",58,1,0,0,1,53,1,"hispanic",0
"1587",0,1,0,0,1,19,1,"hispanic",1
"1588",50,1,0,1,0,64,1,"white",1
"1589",57,1,0,0,1,40,0,"hispanic",0
"1590",98,1,0,0,1,38,1,"hispanic",0
"1591",63,1,0,0,1,41,1,"hispanic",0
"1592",50,0,0,0,1,59,1,"hispanic",1
"1593",53,0,0,1,0,48,0,"white",0
"1594",0,0,0,0,1,56,0,"hispanic",0
"1595",12,0,0,0,1,73,0,"hispanic",0
"1596",38,0,1,0,0,65,0,"black",1
"1597",50,1,0,0,1,54,1,"hispanic",0
"1598",78,1,0,1,0,64,1,"white",1
"1599",50,0,0,0,1,59,0,"hispanic",0
"1600",50,0,1,0,0,62,1,"black",1
"1601",24,0,0,0,1,28,1,"hispanic",0
"1602",50,0,0,0,1,38,0,"hispanic",0
"1603",50,0,0,0,1,37,1,"hispanic",0
"1604",50,1,1,0,0,54,0,"black",1
"1605",35,1,1,0,0,56,1,"black",1
"1606",40,1,0,0,1,18,0,"hispanic",0
"1607",46,1,0,0,1,54,0,"hispanic",0
"1608",27,1,0,0,1,57,0,"hispanic",1
"1609",50,0,0,0,1,66,0,"hispanic",1
"1610",50,0,0,0,1,50,1,"hispanic",0
"1611",50,0,0,0,1,75,1,"hispanic",0
"1612",89,0,0,0,1,78,0,"hispanic",0
"1613",50,0,0,0,1,49,0,"hispanic",0
"1614",50,0,0,0,1,71,1,"hispanic",0
"1615",50,0,0,0,1,78,0,"hispanic",0
"1616",27,1,0,0,1,58,0,"hispanic",1
"1617",50,1,0,0,1,16,1,"hispanic",1
"1618",71,1,0,0,1,82,0,"hispanic",0
"1619",50,1,0,0,1,51,0,"hispanic",1
"1620",50,1,0,0,1,32,1,"hispanic",0
"1621",0,1,0,0,1,67,0,"hispanic",0
"1622",0,0,0,1,0,20,0,"white",0
"1623",42,0,0,1,0,45,0,"white",0
"1624",50,0,0,0,1,65,1,"hispanic",0
"1625",50,0,0,0,1,68,0,"hispanic",0
"1626",50,1,0,1,0,55,1,"white",0
"1627",45,0,0,0,1,91,1,"hispanic",0
"1628",50,0,0,0,1,58,0,"hispanic",0
"1629",62,0,0,0,1,39,1,"hispanic",1
"1630",50,0,0,0,1,60,1,"hispanic",0
"1631",0,0,0,0,1,21,1,"hispanic",1
"1632",38,0,0,0,1,19,1,"hispanic",1
"1633",87,0,0,0,1,34,0,"hispanic",0
"1634",50,0,0,0,1,34,1,"hispanic",0
"1635",50,1,0,0,1,68,0,"hispanic",0
"1636",18,0,0,0,1,60,1,"hispanic",1
"1637",60,0,0,0,1,45,1,"hispanic",0
"1638",21,1,0,1,0,44,0,"white",0
"1639",0,1,0,1,0,45,1,"white",0
"1640",51,1,0,0,1,32,0,"hispanic",0
"1641",50,1,0,0,1,66,1,"hispanic",1
"1642",50,1,0,0,1,62,0,"hispanic",0
"1643",80,0,0,0,1,29,1,"hispanic",0
"1644",64,0,0,0,1,68,1,"hispanic",1
"1645",50,1,0,0,1,22,1,"hispanic",0
"1646",50,1,0,0,1,64,0,"hispanic",0
"1647",6,1,0,1,0,55,0,"white",1
"1648",50,0,0,0,1,39,0,"hispanic",0
"1649",15,1,0,0,1,19,1,"hispanic",0
"1650",50,1,0,0,1,51,0,"hispanic",0
"1651",77,0,0,0,1,54,0,"hispanic",0
"1652",50,0,0,0,1,44,1,"hispanic",1
"1653",50,0,0,1,0,72,1,"white",1
"1654",50,0,0,0,1,46,1,"hispanic",1
"1655",60,1,0,0,1,54,0,"hispanic",0
"1656",0,0,0,0,1,23,1,"hispanic",0
"1657",25,0,0,0,1,18,0,"hispanic",0
"1658",62,1,0,0,1,54,1,"hispanic",0
"1659",72,1,0,0,1,55,1,"hispanic",0
"1660",50,1,1,0,0,46,1,"black",1
"1661",50,1,0,0,1,65,1,"hispanic",1
"1662",50,1,1,0,0,20,1,"black",1
"1663",0,0,0,0,1,21,0,"hispanic",0
"1664",21,0,0,0,1,20,1,"hispanic",1
"1665",8,0,0,0,1,44,1,"hispanic",1
"1666",79,0,0,0,1,27,0,"hispanic",0
"1667",100,0,0,0,1,58,1,"hispanic",0
"1668",10,1,1,0,0,75,1,"black",1
"1669",27,0,0,0,1,21,1,"hispanic",0
"1670",0,1,0,1,0,77,0,"white",1
"1671",10,1,0,1,0,50,0,"white",1
"1672",33,1,0,1,0,72,1,"white",1
"1673",100,1,0,0,1,61,1,"hispanic",0
"1674",50,0,0,0,1,25,0,"hispanic",0
"1675",44,1,0,0,1,86,1,"hispanic",0
"1676",50,1,0,0,1,60,1,"hispanic",0
"1677",47,0,0,1,0,64,1,"white",0
"1678",40,0,0,1,0,38,0,"white",0
"1679",80,0,0,0,1,22,0,"hispanic",0
"1680",70,0,0,0,1,27,0,"hispanic",0
"1681",0,0,0,0,1,55,1,"hispanic",1
"1682",50,0,0,0,1,85,1,"hispanic",0
"1683",50,0,0,1,0,45,1,"white",0
"1684",50,0,0,0,1,18,0,"hispanic",0
"1685",50,1,0,1,0,53,0,"white",0
"1686",88,0,0,0,1,73,1,"hispanic",0
"1687",20,1,0,0,1,27,1,"hispanic",0
"1688",50,0,0,0,1,80,0,"hispanic",0
"1689",59,0,0,0,1,81,1,"hispanic",0
"1690",81,0,0,0,1,37,1,"hispanic",0
"1691",0,1,0,0,1,28,1,"hispanic",0
"1692",26,0,0,0,1,21,1,"hispanic",0
"1693",68,1,0,0,1,26,1,"hispanic",1
"1694",50,1,0,0,1,64,0,"hispanic",0
"1695",24,1,0,1,0,70,1,"white",1
"1696",0,0,0,0,1,40,0,"hispanic",0
"1697",50,0,0,0,1,66,1,"hispanic",0
"1698",50,0,0,0,1,57,0,"hispanic",0
"1699",50,0,0,0,1,60,1,"hispanic",0
"1700",15,0,0,1,0,31,1,"white",0
"1701",58,0,0,1,0,31,0,"white",0
"1702",0,0,0,0,1,20,1,"hispanic",1
"1703",90,0,0,0,1,56,1,"hispanic",0
"1704",50,1,0,0,1,61,1,"hispanic",0
"1705",0,1,0,0,1,21,1,"hispanic",0
"1706",0,1,0,0,1,48,1,"hispanic",0
"1707",0,1,0,0,1,20,0,"hispanic",0
"1708",0,0,0,0,1,23,1,"hispanic",1
"1709",0,1,0,0,1,41,1,"hispanic",0
"1710",0,0,0,0,1,49,1,"hispanic",1
"1711",0,0,0,0,1,19,1,"hispanic",1
"1712",57,1,0,0,1,63,1,"hispanic",0
"1713",50,1,0,0,1,30,0,"hispanic",0
"1714",80,1,0,0,1,29,0,"hispanic",0
"1715",0,1,0,0,1,57,0,"hispanic",0
"1716",0,1,0,0,1,31,1,"hispanic",0
"1717",0,1,0,0,1,57,1,"hispanic",1
"1718",50,1,0,0,1,21,0,"hispanic",0
"1719",62,0,0,0,1,97,1,"hispanic",1
"1720",50,0,0,0,1,25,0,"hispanic",0
"1721",84,1,0,0,1,66,0,"hispanic",0
"1722",50,0,0,0,1,47,1,"hispanic",0
"1723",50,1,0,0,1,52,0,"hispanic",1
"1724",10,0,0,0,1,52,1,"hispanic",0
"1725",0,0,0,0,1,82,1,"hispanic",1
"1726",50,1,0,0,1,84,1,"hispanic",0
"1727",50,1,0,0,1,47,0,"hispanic",0
"1728",50,1,0,0,1,19,1,"hispanic",1
"1729",2,1,0,0,1,67,1,"hispanic",0
"1730",7,1,0,1,0,56,1,"white",1
"1731",0,0,0,0,1,34,1,"hispanic",0
"1732",50,0,0,0,1,20,1,"hispanic",0
"1733",50,0,0,0,1,46,1,"hispanic",0
"1734",50,0,0,0,1,26,0,"hispanic",0
"1735",92,0,0,0,1,52,1,"hispanic",0
"1736",83,0,0,0,1,88,1,"hispanic",0
"1737",100,0,0,0,1,20,0,"hispanic",0
"1738",40,1,0,0,1,71,0,"hispanic",0
"1739",50,1,0,0,1,19,1,"hispanic",0
"1740",86,1,0,1,0,47,1,"white",0
"1741",75,1,0,1,0,49,0,"white",0
"1742",0,0,0,1,0,44,1,"white",1
"1743",0,0,0,1,0,75,1,"white",1
"1744",50,0,0,1,0,25,0,"white",0
"1745",98,0,0,1,0,59,0,"white",0
"1746",52,1,0,0,1,67,1,"hispanic",0
"1747",50,1,0,0,1,68,0,"hispanic",0
"1748",50,0,0,0,1,48,0,"hispanic",0
"1749",0,0,0,1,0,19,1,"white",1
"1750",0,0,0,0,1,18,1,"hispanic",0
"1751",50,0,0,0,1,53,0,"hispanic",0
"1752",50,1,0,0,1,30,0,"hispanic",0
"1753",50,1,0,0,1,72,0,"hispanic",0
"1754",50,1,0,0,1,22,0,"hispanic",0
"1755",30,1,0,0,1,46,1,"hispanic",0
"1756",50,0,0,1,0,54,1,"white",1
"1757",50,0,0,1,0,58,0,"white",1
"1758",2,0,0,1,0,19,1,"white",1
"1759",15,1,0,1,0,46,1,"white",1
"1760",62,0,0,1,0,65,0,"white",1
"1761",35,0,0,1,0,61,1,"white",1
"1762",50,1,0,0,1,34,1,"hispanic",1
"1763",11,1,0,0,1,25,1,"hispanic",0
"1764",27,1,0,0,1,72,1,"hispanic",0
"1765",34,1,0,1,0,52,0,"white",0
"1766",37,1,0,0,1,81,0,"hispanic",0
"1767",50,0,0,0,1,52,1,"hispanic",0
"1768",50,0,0,1,0,50,0,"white",0
"1769",50,1,0,0,1,48,0,"hispanic",1
"1770",50,0,0,1,0,72,1,"white",1
"1771",0,0,0,1,0,51,1,"white",1
"1772",36,0,0,1,0,25,1,"white",1
"1773",10,0,0,1,0,70,0,"white",0
"1774",50,1,0,0,1,55,0,"hispanic",0
"1775",100,1,0,0,1,88,1,"hispanic",0
"1776",0,1,0,0,1,28,1,"hispanic",0
"1777",0,1,0,0,1,26,1,"hispanic",0
"1778",0,1,0,0,1,19,1,"hispanic",1
"1779",0,1,0,0,1,19,0,"hispanic",1
"1780",0,1,0,0,1,21,1,"hispanic",1
"1781",0,1,0,0,1,20,1,"hispanic",0
"1782",50,1,0,0,1,18,0,"hispanic",0
"1783",100,0,0,1,0,62,1,"white",0
"1784",11,0,0,0,1,76,1,"hispanic",1
"1785",44,1,0,0,1,27,0,"hispanic",0
"1786",50,1,0,0,1,37,0,"hispanic",0
"1787",50,1,0,0,1,76,1,"hispanic",0
"1788",50,1,0,0,1,69,0,"hispanic",0
"1789",0,1,0,0,1,20,1,"hispanic",0
"1790",0,1,0,0,1,32,1,"hispanic",0
"1791",95,1,0,1,0,87,0,"white",0
"1792",100,1,0,1,0,57,0,"white",0
"1793",0,0,0,0,1,31,1,"hispanic",0
"1794",50,1,0,0,1,23,1,"hispanic",1
"1795",50,1,0,1,0,46,0,"white",1
"1796",0,0,0,1,0,21,1,"white",0
"1797",100,0,0,0,1,62,1,"hispanic",1
"1798",50,0,0,1,0,54,0,"white",1
"1799",50,0,0,0,1,58,1,"hispanic",0
"1800",50,1,0,0,1,28,1,"hispanic",0
"1801",90,1,0,0,1,72,0,"hispanic",0
"1802",50,0,0,1,0,29,1,"white",0
"1803",0,0,0,1,0,71,1,"white",1
"1804",50,1,0,0,1,53,1,"hispanic",1
"1805",44,1,0,0,1,57,0,"hispanic",1
"1806",25,0,0,0,1,35,1,"hispanic",0
"1807",25,0,0,0,1,35,0,"hispanic",0
